Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
1992,11,3,0,5,0,0,800,0,69000,37.0,0.0,2
2012,9,2,0,3200,2,4,500,315,69000,88.0,0.0,2
1992,10,3,1,5900,0,4,800,808,69000,74.0,0.0,2
2008,10,3,0,0,2,6,520,450,69000,37.0,0.0,1
2001,11,3,1,6100,2,6,0,670,69000,129.0,0.0,1
1977,18,5,1,32000,3,6,1800,0,69000,227.0,0.0,1
2001,10,3,1,6000,2,4,840,670,69000,82.0,0.0,2
1979,13,3,1,0,2,4,0,0,69000,127.0,0.0,1
2009,9,3,0,7580,2,4,473,0,69000,65.0,0.0,2
2004,8,2,0,0,0,2,315,210,69000,85.0,0.0,1
1997,10,3,1,0,0,0,420,2278,69000,78.0,0.0,1
2015,8,2,0,0,1,2,400,800,69000,58.0,0.0,2
2020,9,2,0,3200,2,5,0,0,69000,81.0,0.0,3
1973,10,3,0,0,0,0,2,0,69000,41.0,0.0,1
2009,9,3,0,2800,1,2,120,433,69000,273.0,0.0,1
2007,9,2,0,3000,1,4,600,415,69000,186.0,0.0,2
2007,9,2,0,9600,2,4,600,0,69000,136.0,0.0,2
2011,10,2,0,3900,2,4,0,250,69000,349.0,0.0,2
2014,8,2,1,0,0,4,400,0,69000,85.0,0.0,2
2008,10,3,0,0,2,6,0,0,69000,68.0,0.0,1
1996,11,3,0,0,0,4,652,1556,69000,127.0,0.0,3
2006,9,3,0,0,2,0,0,0,69000,78.0,0.0,1
2001,9,3,0,4400,1,2,500,680,69000,111.0,0.0,3
2005,9,3,0,0,1,4,0,350,69000,329.0,0.0,2
2017,6,2,0,1656,0,0,151,30,69000,184.0,0.0,2
1992,10,3,1,0,0,4,800,808,69000,113.0,0.0,2
2015,8,2,0,0,1,1,0,360,69000,65.0,0.0,2
2017,7,2,0,0,0,0,0,35,69000,140.0,0.0,2
2004,10,3,0,0,2,4,750,440,69000,142.0,0.0,2
1991,16,4,0,0,3,8,0,276,69000,231.0,0.0,1
1992,11,3,0,7200,0,2,549,0,62495,76.0,0.0,1
0,7,2,0,1770,1,0,0,0,68500,89.0,1.0,2
2010,7,2,0,2600,1,5,100,459,68500,106.0,1.0,1
0,7,2,0,0,0,0,0,0,68500,74.0,1.0,2
1997,13,3,1,0,1,0,0,0,68500,156.0,0.0,1
2000,9,3,0,0,1,1,500,0,68500,324.0,0.0,1
2019,6,2,0,1550,0,0,151,0,68310,99.0,1.0,2
2020,6,2,0,0,0,0,0,0,62172,21.0,1.0,3
2009,9,3,0,0,2,4,0,90,68000,120.0,0.0,2
2006,7,2,0,2500,1,2,320,364,68000,146.0,0.0,3
1992,15,4,1,0,2,4,2000,800,68000,136.0,0.0,1
2008,9,2,0,4990,1,2,526,480,68000,150.0,0.0,2
1976,12,4,1,0,2,6,1000,600,68000,124.0,0.0,1
2002,9,3,0,5500,1,4,700,3000,68000,69.0,0.0,1
2017,8,2,0,0,0,0,0,14,68000,71.0,0.0,2
1992,15,4,1,0,0,0,0,0,68000,136.0,0.0,3
1995,10,3,0,7950,2,4,680,700,68000,41.0,0.0,1
2005,9,3,1,4500,2,4,0,980,68000,380.0,0.0,1
2004,9,3,0,5000,2,6,0,1320,68000,60.0,0.0,1
1990,13,4,0,13500,3,5,1550,0,68000,77.0,0.0,1
2005,9,3,0,4500,2,4,0,980,68000,116.0,0.0,1
2000,11,3,0,0,2,2,0,0,68000,76.0,0.0,1
1995,9,3,0,3500,2,6,325,600,68000,121.0,0.0,1
2014,7,2,0,0,2,5,240,170,68000,73.0,0.0,1
1992,14,4,1,0,2,4,2400,800,68000,153.0,0.0,1
2000,11,3,0,0,2,4,900,1200,68000,238.0,0.0,3
1983,10,3,1,0,2,6,500,432,68000,,0.0,1
2020,8,2,0,0,0,1,0,0,67983,76.0,1.0,2
2020,6,2,0,1050,1,0,110,0,72900,290.0,1.0,2
2020,6,2,0,0,0,0,170,0,67900,161.0,1.0,2
2020,7,2,0,0,0,0,0,0,67900,124.0,1.0,2
2011,8,2,1,4000,1,4,520,0,67900,170.0,0.0,2
2019,6,2,0,0,0,0,132,0,67000,98.0,1.0,2
2018,7,2,0,0,0,2,0,27,67000,105.0,0.0,2
2006,10,3,0,0,2,4,550,0,67000,176.0,0.0,2
2015,8,2,0,3000,1,2,0,287,67000,57.0,0.0,3
2015,8,2,0,0,2,6,0,70,67000,88.0,0.0,2
2008,9,2,0,4990,2,4,526,480,67000,67.0,0.0,2
2020,7,2,0,0,2,4,200,0,66990,162.0,1.0,2
2012,8,2,0,0,1,4,1,480,66990,78.0,0.0,2
2000,9,3,0,5000,0,0,0,0,498000,265.0,0.0,3
2020,7,2,0,0,0,0,280,0,66900,29.0,1.0,2
2020,7,2,0,0,0,0,170,0,66900,23.0,1.0,2
1992,9,3,1,5000,2,4,500,290,66900,84.0,0.0,1
1995,8,2,1,0,1,3,200,980,66900,413.0,0.0,1
2015,8,2,0,2700,2,1,300,60,66800,120.0,1.0,2
2020,7,2,0,0,1,2,0,0,66800,31.0,1.0,2
1979,11,3,0,8500,2,4,700,1286,72000,133.0,0.0,1
2020,7,2,0,0,1,0,280,0,72000,381.0,1.0,2
2007,8,2,0,2700,1,3,200,20,72000,173.0,0.0,1
2020,7,2,0,0,1,2,200,0,72000,176.0,1.0,2
2005,8,2,0,2359,0,0,0,350,72000,617.0,0.0,2
2020,8,2,0,0,0,0,0,0,66590,39.0,1.0,2
1986,10,3,0,6500,0,0,0,0,495000,126.0,0.0,3
0,6,2,0,1700,1,0,0,0,66500,50.0,1.0,2
2019,9,3,0,0,0,2,22,0,66500,164.0,1.0,3
2019,6,2,0,0,0,0,0,0,66500,71.0,1.0,3
1993,11,3,0,8000,2,4,600,0,66500,167.0,0.0,1
0,7,2,0,1730,2,0,0,0,66410,96.0,1.0,2
1999,10,3,0,0,2,4,0,970,66400,90.0,0.0,1
2020,8,2,0,2084,0,0,270,0,66300,133.0,1.0,2
2020,7,2,0,0,1,0,280,0,66250,109.0,1.0,2
1985,11,3,0,9050,3,6,600,0,59950,31.0,0.0,1
1990,11,3,0,0,1,1,780,0,59950,63.0,0.0,2
2020,6,2,0,1270,0,0,0,0,489000,144.0,1.0,3
2020,6,2,0,0,1,2,0,0,65700,22.0,1.0,2
0,7,2,0,1468,0,0,280,0,65693,36.0,1.0,2
2018,6,2,0,0,0,0,121,0,65669,94.0,1.0,2
2013,7,2,0,0,0,0,0,0,65500,88.0,1.0,3
0,6,2,0,1700,1,0,0,0,65500,48.0,1.0,2
2020,8,2,0,0,0,4,280,0,65500,46.0,1.0,2
2020,8,2,0,0,0,0,0,0,65500,86.0,1.0,2
2010,12,2,0,0,1,2,600,500,59500,279.0,0.0,1
2016,7,2,0,0,1,3,100,85,70000,401.0,0.0,1
2020,7,3,0,0,0,0,0,0,65225,30.0,1.0,2
2020,6,2,0,0,0,0,151,0,70500,308.0,1.0,2
2008,9,3,0,0,1,0,250,1300,65000,49.0,0.0,1
2000,9,3,0,8100,2,4,700,570,65000,75.0,0.0,1
2001,10,3,0,5200,1,2,550,430,65000,50.0,0.0,1
2005,8,2,0,3400,2,1,750,690,65000,35.0,0.0,2
2018,11,3,0,0,0,6,0,0,65000,267.0,0.0,3
1923,15,3,1,29,1,0,1320,0,65000,68.0,0.0,1
2005,8,3,0,3800,2,4,450,750,65000,37.0,0.0,1
2003,8,3,0,0,2,4,600,30,65000,35.0,0.0,1
2000,9,3,0,4200,2,4,550,40,65000,92.0,0.0,1
2007,10,3,1,0,3,7,300,0,65000,74.0,0.0,1
1986,11,3,0,11500,2,4,1000,1000,65000,93.0,0.0,1
1996,10,3,0,0,2,4,600,1100,65000,58.0,0.0,1
1992,14,4,1,0,3,6,2000,350,65000,169.0,0.0,1
1994,11,3,0,6920,2,6,500,951,65000,58.0,0.0,1
1994,12,4,0,0,2,4,1380,0,65000,214.0,0.0,1
1991,11,4,1,14550,2,4,0,1000,65000,98.0,0.0,1
1969,14,4,1,0,0,2,1080,0,65000,82.0,0.0,3
1992,10,3,1,9500,1,0,850,800,65000,47.0,0.0,1
2008,8,2,0,0,0,0,0,0,65000,133.0,0.0,2
1989,10,4,0,0,0,4,1000,1211,65000,95.0,0.0,3
2001,10,3,0,0,2,6,650,620,65000,78.0,0.0,1
1991,12,4,1,0,2,6,0,700,65000,81.0,0.0,1
2007,9,2,0,4196,0,1,473,0,65000,108.0,0.0,2
2012,8,2,0,3450,2,4,0,59,65000,137.0,0.0,3
2009,9,3,0,0,1,4,0,260,65000,91.0,0.0,2
2018,8,2,0,2,1,2,0,20,65000,66.0,0.0,2
2006,9,3,0,0,0,2,150,750,65000,106.0,0.0,3
2003,7,2,0,4600,0,0,450,700,65000,132.0,0.0,1
2007,9,3,1,5400,1,2,580,550,65000,42.0,0.0,3
1996,11,3,0,0,3,6,250,1400,65000,95.0,0.0,1
1985,11,4,1,0,1,0,2000,2000,65000,51.0,0.0,1
2007,10,3,0,0,2,4,0,240,65000,101.0,0.0,1
1980,13,4,1,0,0,4,1300,5645,65000,119.0,0.0,3
2007,9,3,0,0,1,2,480,0,65000,82.0,0.0,1
1996,11,3,0,7000,3,6,250,2500,65000,92.0,0.0,1
1990,9,3,1,6500,1,2,1100,180,65000,38.0,0.0,1
1994,11,3,0,0,2,4,660,1100,65000,97.0,0.0,1
2015,8,2,0,0,0,0,0,405,65000,70.0,0.0,2
1995,12,3,1,12740,3,6,1500,1600,65000,167.0,0.0,1
1986,8,3,0,0,2,5,220,300,65000,222.0,0.0,1
2001,12,3,0,0,2,0,0,530,65000,151.0,0.0,1
2014,7,2,0,0,0,4,0,0,65000,68.0,0.0,3
2014,7,2,0,0,0,4,0,150,65000,90.0,0.0,2
2012,0,0,0,0,0,0,0,0,65000,110.0,0.0,3
2004,10,3,0,3822,2,2,500,700,65000,165.0,0.0,1
2005,10,3,0,5940,2,4,515,0,65000,172.0,0.0,1
1965,6,2,0,0,0,0,140,40,65000,247.0,0.0,2
1994,12,4,1,0,0,4,0,3000,65000,118.0,0.0,3
2007,8,2,0,0,1,2,500,183,65000,192.0,0.0,2
2001,20,5,1,0,3,6,3000,3150,65000,1119.0,0.0,1
1991,17,4,1,0,3,6,0,0,64990,203.0,,1
2019,7,2,0,0,1,0,0,0,64960,137.0,1.0,2
2016,7,2,0,2150,1,0,170,0,64960,56.0,1.0,2
2015,7,2,0,3090,1,2,270,192,64950,,0.0,2
1997,9,3,0,0,2,6,270,0,64900,127.0,0.0,1
2007,9,2,0,4800,2,4,520,400,64900,137.0,0.0,2
2020,6,2,0,0,0,0,170,0,64900,99.0,1.0,2
2018,8,3,0,0,0,0,0,125,64900,31.0,0.0,2
1996,12,3,1,0,0,2,0,0,64900,110.0,0.0,3
2009,8,3,0,0,0,2,0,600,64900,52.0,0.0,3
1970,11,3,1,0,0,4,700,2300,64900,123.0,0.0,3
2019,8,2,0,0,1,4,0,7,64900,101.0,0.0,2
2019,8,2,0,0,1,4,0,0,64900,138.0,0.0,3
2020,8,2,0,1300,0,0,0,0,70147,190.0,1.0,3
2020,8,2,0,2200,2,6,0,0,64879,259.0,1.0,3
1997,9,3,0,0,2,6,365,0,64850,164.0,,1
1984,12,3,1,12000,2,8,750,1764,64800,164.0,0.0,1
2020,7,2,0,0,0,1,0,0,64800,57.0,0.0,2
0,7,2,0,1730,2,0,0,0,64800,134.0,1.0,2
2020,7,2,0,1400,0,0,0,0,482000,126.0,1.0,3
1994,10,3,1,0,3,6,0,2630,59000,79.0,0.0,1
2020,6,2,0,0,1,1,200,0,69925,130.0,1.0,2
2020,6,2,0,1234,1,2,230,1,69924,114.0,1.0,2
2019,6,2,0,0,1,2,0,0,69900,157.0,1.0,3
2019,6,2,0,0,1,2,0,0,69900,133.0,1.0,3
2019,7,2,0,0,1,0,300,20,69900,177.0,1.0,2
2017,6,2,0,0,1,1,0,100,69900,432.0,0.0,2
2020,7,2,0,1400,0,0,0,0,64599,126.0,1.0,3
2020,7,2,0,1593,1,2,170,0,64577,101.0,1.0,2
2019,7,2,0,2500,2,4,230,0,64539,54.0,1.0,2
1991,11,3,1,0,0,6,900,4100,64500,46.0,0.0,3
2016,8,2,0,0,0,0,265,650,64500,58.0,0.0,3
2017,7,2,0,0,0,0,0,0,58392,81.0,1.0,2
1917,16,3,1,55000,1,6,400,0,64000,114.0,0.0,1
2010,10,3,0,0,0,0,0,0,64000,169.0,0.0,3
0,7,2,0,1820,1,0,0,0,64000,72.0,1.0,2
2016,7,2,0,0,0,3,0,40,64000,45.0,0.0,3
2010,10,3,0,5800,2,4,560,0,64000,183.0,0.0,2
1959,14,4,1,0,0,2,400,0,64000,62.0,0.0,3
2017,7,2,0,0,1,2,0,100,64000,101.0,0.0,2
2010,10,3,0,5800,2,4,560,1014,64000,194.0,0.0,2
2000,9,3,0,4600,2,4,400,0,64000,98.0,0.0,1
1935,14,3,0,12,0,6,0,0,64000,110.0,,3
2004,10,3,0,0,2,0,550,685,64000,117.0,0.0,1
2002,10,3,1,0,2,4,800,958,63999,299.0,0.0,1
2019,6,2,0,1886,1,0,170,0,63990,82.0,1.0,2
2020,6,2,0,0,0,0,151,0,63950,35.0,1.0,2
2020,6,2,0,0,0,0,132,0,63900,95.0,1.0,2
2020,6,2,0,0,1,2,196,0,69040,274.0,1.0,2
2005,7,2,0,1500,0,0,50,280,63860,81.0,0.0,1
2015,7,2,0,0,0,0,212,240,63850,,0.0,2
2005,5,2,0,0,0,0,0,340,68500,293.0,0.0,2
2007,10,2,1,0,1,4,500,170,68500,597.0,0.0,2
2013,8,2,0,0,2,4,318,390,69000,665.0,0.0,2
2014,8,2,0,0,1,0,300,132,69000,444.0,0.0,1
2008,8,2,0,3300,1,4,0,495,63800,108.0,0.0,1
2020,5,2,0,1250,0,0,113,0,63685,118.0,1.0,2
1986,6,2,0,0,1,0,0,0,68800,225.0,0.0,2
2019,6,2,0,0,1,0,0,0,63530,122.0,1.0,2
1972,10,3,1,11500,0,0,0,0,63500,204.0,0.0,1
2019,6,2,0,1965,1,0,200,0,63500,49.0,1.0,2
2020,7,2,0,1500,0,0,0,0,63499,48.0,1.0,3
2020,7,2,0,0,1,2,1060,0,57819,20.0,1.0,2
2009,8,3,0,0,0,0,300,0,63000,105.0,0.0,3
1999,9,3,0,3800,2,2,600,600,63000,112.0,0.0,1
1972,10,3,1,11990,3,3,1400,0,63000,124.0,0.0,1
2004,10,3,1,0,2,6,600,1300,63000,128.0,0.0,1
1996,10,3,0,0,0,4,700,8100,62995,141.0,0.0,3
2019,6,2,0,800,0,0,70,12,68000,107.0,1.0,2
2010,7,2,0,0,0,0,0,0,68000,631.0,0.0,2
1992,8,3,0,0,2,5,400,0,68000,348.0,0.0,1
2015,6,2,0,750,0,0,80,0,68000,234.0,0.0,2
2012,7,2,0,0,0,0,1,140,62900,78.0,0.0,2
2020,6,2,0,1690,0,0,125,0,62900,137.0,1.0,2
2020,7,2,0,1831,0,0,0,0,62900,36.0,1.0,2
2020,6,2,0,0,0,0,170,0,62900,36.0,1.0,2
2014,7,2,0,0,0,0,285,0,62900,54.0,0.0,2
2019,6,2,0,0,2,4,170,235,62900,,0.0,2
2020,9,3,0,0,0,2,0,0,62800,296.0,0.0,3
2012,7,2,0,2070,0,0,477,80,62800,62.0,0.0,3
0,9,3,0,0,0,2,0,0,62800,121.0,1.0,3
2020,6,2,0,0,0,0,170,0,62800,18.0,1.0,2
2010,7,2,0,0,1,1,240,148,62800,652.0,0.0,2
2020,6,2,0,1750,0,0,0,0,467000,66.0,1.0,3
2020,7,2,0,1550,1,1,0,0,62665,286.0,1.0,3
1979,18,4,1,3564880,0,3,2900,32767,62500,103.0,0.0,1
1999,10,3,1,0,0,2,300,0,62500,109.0,0.0,3
2019,8,2,0,2,0,0,0,0,62500,42.0,1.0,2
2001,10,3,0,0,2,6,0,65,62500,47.0,0.0,1
1989,10,3,1,0,0,4,250,3800,62495,168.0,0.0,3
2020,8,2,0,1750,0,0,500,0,67558,190.0,1.0,2
1972,5,2,0,1200,0,0,100,0,67500,34.0,0.0,2
2020,7,2,0,0,0,0,0,0,62400,32.0,1.0,2
2019,7,2,0,0,0,0,0,0,62167,219.0,1.0,2
0,7,2,0,2000,1,2,160,0,62100,105.0,1.0,2
2020,7,2,0,2000,2,2,270,0,61500,244.0,1.0,2
2020,6,2,0,0,0,0,0,0,61500,73.0,1.0,3
2005,10,3,0,0,2,4,800,550,61500,329.0,0.0,2
2020,5,2,0,0,0,0,0,0,66412,192.0,1.0,2
0,9,2,0,2487,2,0,0,0,61166,45.0,1.0,2
2020,8,2,0,2500,2,4,400,0,61166,39.0,1.0,2
2020,6,2,0,1625,1,4,170,0,61158,,1.0,2
2019,6,2,0,1724,0,0,151,0,61107,190.0,1.0,2
0,7,2,0,1820,0,0,280,0,61055,111.0,1.0,2
2019,8,2,0,0,1,2,280,5,61000,55.0,0.0,2
1992,10,3,1,8500,0,0,350,2500,61000,97.0,0.0,1
2006,9,3,0,0,2,4,500,500,61000,335.0,0.0,2
2020,7,2,0,2100,1,4,280,0,60999,93.0,1.0,2
2019,6,2,0,1500,1,0,250,0,60900,63.0,1.0,2
2017,6,3,0,12000,2,4,0,0,60800,148.0,1.0,3
2020,6,2,0,1850,0,0,196,0,60780,57.0,1.0,2
2021,6,2,0,0,0,0,151,0,60753,69.0,1.0,2
2019,8,2,0,0,0,0,350,0,60700,43.0,1.0,2
2020,7,2,0,2150,0,0,0,0,451000,54.0,1.0,3
2020,6,2,0,1722,0,0,132,0,60580,198.0,1.0,2
1994,10,3,0,0,2,4,572,380,65000,297.0,0.0,2
1977,11,3,1,0,3,6,400,470,65000,1449.0,0.0,1
2014,7,2,0,0,0,0,0,0,449995,181.0,0.0,3
1961,7,2,0,0,0,0,110,0,450000,171.0,0.0,2
2011,9,2,0,0,1,4,400,430,450000,431.0,0.0,1
0,8,2,0,1685,0,0,0,0,60475,33.0,1.0,3
1990,0,0,0,0,0,0,0,479,449000,167.0,0.0,2
2001,9,2,0,2800,0,0,0,0,449000,188.0,1.0,1
1998,10,3,0,0,3,4,0,283,55000,101.0,0.0,1
2018,7,2,0,1700,0,0,192,0,54995,41.0,1.0,3
1990,12,4,0,8000,2,6,1000,0,54950,67.0,0.0,1
1988,11,3,0,0,0,0,0,0,65000,415.0,0.0,3
1982,11,3,1,0,0,2,0,600,60000,67.0,0.0,3
1987,11,3,0,0,2,6,1000,500,60000,116.0,0.0,1
1990,12,3,0,9770,2,4,880,0,60000,87.0,0.0,3
2000,9,2,0,3299,0,0,1090,509,60000,31.0,0.0,2
1988,11,2,0,7700,1,2,600,150,60000,180.0,0.0,2
2018,7,2,0,0,0,0,0,0,60000,103.0,0.0,2
1992,11,3,1,10200,2,4,1000,600,60000,154.0,0.0,1
1990,9,3,0,0,3,6,250,0,60000,102.0,0.0,1
0,6,2,0,0,0,0,0,0,60000,121.0,0.0,3
1965,8,3,0,0,0,0,600,0,60000,42.0,0.0,1
2013,7,2,0,0,0,0,225,142,60000,298.0,0.0,2
2020,8,2,0,1400,1,2,500,0,60000,120.0,1.0,3
1976,13,4,1,0,2,7,1600,4200,60000,173.0,0.0,1
1987,10,3,1,0,0,4,600,0,60000,166.0,0.0,3
2008,11,3,1,5500,2,4,480,308,60000,166.0,0.0,2
1980,11,3,1,0,2,3,0,0,60000,174.0,0.0,1
1980,10,3,1,0,0,4,400,2800,60000,108.0,0.0,3
1949,67,8,0,0,0,0,0,0,60000,336.0,0.0,3
2008,7,2,0,0,1,2,250,740,60000,178.0,0.0,1
2000,9,3,0,3,2,5,320,310,60000,,0.0,1
1991,10,3,0,0,2,4,300,0,59990,113.0,0.0,1
0,6,2,0,0,0,0,0,0,59990,62.0,1.0,3
1983,12,3,1,0,0,0,0,2183,59990,105.0,0.0,1
2019,5,2,0,0,0,0,0,0,59990,42.0,1.0,2
2020,7,2,0,1886,1,3,170,0,59990,89.0,1.0,2
1995,10,3,1,5000,3,6,450,1300,59990,155.0,0.0,1
2019,6,2,0,1625,0,4,0,0,59963,341.0,1.0,3
2020,6,2,0,1150,1,0,0,0,59950,150.0,1.0,3
1940,14,3,1,0,0,2,1000,0,59950,87.0,0.0,3
1992,10,3,0,0,0,0,0,0,59950,383.0,0.0,1
2008,10,3,0,0,1,4,567,500,59900,67.0,0.0,2
2007,9,2,0,2000,0,0,300,25,59900,233.0,0.0,2
2020,7,2,0,0,1,2,0,0,59900,65.0,0.0,2
2011,8,2,0,2729,1,4,355,0,59900,121.0,0.0,2
1994,11,3,0,0,0,4,700,3350,59900,102.0,0.0,3
1992,11,3,0,0,2,6,480,0,59900,160.0,0.0,1
2020,5,2,0,780,0,0,110,0,59900,132.0,1.0,2
1992,11,3,0,0,2,4,570,0,59900,122.0,0.0,1
2020,6,2,0,1900,0,0,196,0,59900,66.0,1.0,2
2004,9,3,0,0,0,0,0,0,59900,109.0,0.0,1
1991,10,3,0,0,0,4,500,0,59900,75.0,0.0,3
2019,6,2,0,1531,0,0,200,95,59900,187.0,0.0,2
1993,10,3,0,8000,2,2,400,1560,59900,205.0,0.0,1
2020,7,2,0,0,0,0,280,0,54595,33.0,1.0,3
2020,6,2,0,0,1,0,280,0,59850,51.0,1.0,2
2020,6,2,0,1542,0,0,0,0,59700,79.0,1.0,2
2018,6,2,0,0,0,0,0,0,64500,133.0,1.0,3
2020,6,2,0,1450,1,2,230,0,64460,60.0,1.0,2
2007,9,3,0,4500,2,4,500,670,59500,112.0,0.0,1
2017,8,0,0,0,0,4,0,0,59500,86.0,1.0,2
1947,15,4,1,25000,1,0,250,7500,59500,68.0,0.0,1
2008,9,2,0,0,2,4,400,170,59500,56.0,0.0,2
1991,12,4,1,0,0,4,946,0,59500,71.0,0.0,3
1984,11,3,1,0,0,4,450,1980,59500,76.0,0.0,3
2011,7,3,0,0,1,2,300,90,59500,175.0,0.0,1
1992,12,3,1,0,0,2,300,4684,59500,103.0,0.0,3
1981,10,3,1,0,0,4,250,3300,59500,152.0,0.0,3
2016,7,2,0,0,0,0,0,0,59500,117.0,0.0,3
1995,11,3,0,0,2,4,900,890,59500,110.0,0.0,1
1978,10,3,1,0,0,4,400,2047,59500,58.0,0.0,3
2016,7,2,0,1250,0,0,230,15,59500,202.0,0.0,2
1970,17,4,1,0,0,3,1500,2000,59500,153.0,0.0,3
2019,8,2,0,2,1,4,0,10,59500,40.0,0.0,2
1992,9,3,0,5000,1,0,600,400,59000,74.0,0.0,1
2002,7,2,0,0,2,4,283,100,59000,114.0,0.0,1
1989,12,4,1,9000,2,0,0,700,59000,30.0,0.0,3
1982,11,3,1,10600,2,4,1600,1830,59000,64.0,0.0,3
1996,11,3,1,7000,1,4,650,980,59000,210.0,0.0,1
1999,10,3,0,0,3,4,1300,1620,59000,97.0,0.0,1
1994,14,3,0,9000,1,0,900,750,59000,325.0,0.0,1
2012,7,2,0,2939,1,4,265,210,59000,162.0,0.0,2
2004,8,2,0,0,1,2,0,310,59000,141.0,0.0,2
2008,9,3,0,0,0,0,0,250,59000,237.0,0.0,2
1987,14,4,1,0,2,4,1900,1390,59000,108.0,0.0,1
1996,10,3,0,0,0,4,500,1032,59000,78.0,0.0,3
2001,10,3,0,0,2,4,500,550,59000,91.0,0.0,1
2019,6,2,0,1,0,0,1,0,59000,121.0,1.0,2
1992,11,4,1,12000,2,4,1200,600,59000,41.0,0.0,3
2004,8,2,0,3800,2,6,400,250,59000,176.0,0.0,2
2005,9,3,0,0,0,2,500,0,59000,153.0,0.0,3
1991,10,3,1,0,0,4,350,2401,59000,72.0,0.0,3
2008,9,3,0,0,1,4,0,365,59000,99.0,0.0,2
1988,10,3,0,0,2,4,600,0,59000,89.0,0.0,1
2016,7,2,0,2200,1,0,0,0,59000,99.0,0.0,2
1974,11,4,1,0,2,6,1250,0,59000,67.0,0.0,1
2002,9,3,0,5000,1,2,500,0,59000,88.0,0.0,3
2019,6,2,0,0,0,0,0,30,59000,66.0,0.0,2
2006,9,3,0,0,2,6,0,0,59000,68.0,0.0,1
2004,8,2,0,0,0,0,0,700,59000,69.0,0.0,2
2020,7,2,0,0,0,0,170,0,59000,24.0,1.0,2
1988,11,3,1,11000,3,6,800,0,59000,91.0,0.0,1
2007,9,3,0,0,1,0,240,350,59000,55.0,0.0,3
2010,8,2,0,0,2,4,300,180,59000,130.0,0.0,2
2003,9,3,1,0,2,4,0,700,59000,99.0,0.0,3
1982,11,3,1,10000,4,0,550,1830,59000,27.0,0.0,1
2006,8,2,0,0,2,4,247,410,59000,,0.0,2
1994,9,3,0,0,0,2,300,0,59000,,0.0,3
2018,7,2,0,0,1,4,200,25,59000,,0.0,3
2003,12,3,0,0,2,4,400,300,59000,,0.0,1
2005,8,2,0,0,0,0,0,0,58995,148.0,0.0,2
2020,7,2,0,0,1,0,0,0,58960,80.0,1.0,2
2020,6,2,0,0,0,0,0,0,58940,29.0,1.0,2
2019,7,2,0,0,1,2,200,30,58900,74.0,1.0,2
2012,7,2,0,0,0,2,0,150,58900,64.0,0.0,2
2019,6,2,0,1,1,4,1,0,58900,45.0,1.0,2
2018,6,2,0,0,0,0,151,18,58900,107.0,0.0,2
2020,5,2,0,780,0,0,110,0,58900,68.0,1.0,2
2020,6,2,0,1520,1,2,132,0,58850,66.0,1.0,2
2020,7,3,0,1100,0,0,0,0,58800,105.0,1.0,3
2020,8,3,0,1100,0,0,0,0,58800,89.0,1.0,3
2020,7,2,0,0,1,0,0,0,58730,115.0,1.0,2
2019,6,2,0,1593,0,0,0,0,58729,64.0,1.0,2
2020,8,2,0,2070,0,0,477,0,58700,109.0,1.0,3
2020,6,2,0,1170,0,0,0,0,436000,101.0,1.0,3
2020,6,2,0,0,0,0,0,2,63290,171.0,1.0,2
2020,6,2,0,0,0,0,0,0,63278,96.0,1.0,3
0,6,2,0,1700,0,0,200,0,63260,122.0,1.0,2
0,6,2,0,0,0,0,0,0,58500,53.0,1.0,2
2005,9,3,0,4000,1,4,425,0,58500,187.0,0.0,1
2020,7,2,0,0,0,0,170,0,58500,44.0,1.0,2
2019,7,2,0,0,0,0,0,10,58500,103.0,1.0,2
1988,10,3,1,0,0,4,700,2904,58500,53.0,0.0,3
1981,14,3,1,16500,2,6,1800,4000,58500,225.0,0.0,1
2020,6,2,0,1690,0,0,125,0,58500,70.0,1.0,2
2020,7,2,0,0,0,0,0,0,58410,143.0,1.0,2
2020,7,2,0,0,0,0,0,0,58369,88.0,1.0,2
2018,7,2,0,1600,0,0,192,0,52995,66.0,1.0,3
2005,9,3,0,0,2,4,520,650,58000,234.0,0.0,2
0,7,2,0,0,0,0,0,0,58000,46.0,1.0,2
2003,9,3,1,0,2,0,400,800,58000,187.0,0.0,1
1999,10,3,0,0,3,6,600,0,58000,107.0,0.0,1
2012,8,2,0,0,0,2,0,330,58000,81.0,0.0,2
2003,9,3,0,5800,2,4,500,1080,58000,107.0,0.0,1
1989,12,4,1,0,1,4,1200,850,58000,307.0,0.0,1
1972,11,3,0,0,1,4,1650,500,58000,892.0,0.0,1
2001,8,2,0,0,2,2,245,1000,58000,478.0,0.0,1
1989,10,3,1,0,0,4,600,2660,58000,108.0,0.0,3
2008,8,3,0,0,2,2,480,725,58000,177.0,0.0,1
2019,7,2,0,0,0,2,0,35,58000,,0.0,2
2020,7,2,0,1700,1,2,270,0,57950,177.0,1.0,2
2020,7,2,0,0,0,0,0,0,57915,21.0,1.0,2
2007,9,3,0,0,0,0,420,275,57900,107.0,0.0,2
2019,8,2,0,0,0,0,350,0,57900,55.0,1.0,2
2018,6,6,0,0,1,2,0,185,57900,166.0,0.0,2
2016,6,2,0,0,0,0,151,298,62550,,0.0,2
2004,8,2,0,0,2,4,0,260,62500,535.0,0.0,2
