Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
2010,14,4,0,32,0,0,1800,1197,569000,132.0,0.0,1
2019,13,4,1,10400,2,4,1170,0,569000,83.0,1.0,1
2016,15,4,1,0,3,6,2250,190,565200,25.0,0.0,3
2011,19,5,1,35500,3,6,3650,950,565000,116.0,0.0,1
2020,15,4,1,13000,2,4,1272,0,565000,136.0,1.0,1
2007,15,4,0,55116,0,0,0,0,4200000,60.0,0.0,3
0,12,3,0,0,2,4,840,0,601530,194.0,1.0,1
2008,20,5,1,0,3,6,2700,53,560000,54.0,1.0,1
2012,15,4,1,0,3,6,1144,180,560000,35.0,0.0,1
2003,20,1,0,34828,3,3,3900,900,560000,81.0,0.0,1
2003,16,5,1,34019,3,6,4542,1300,560000,47.0,0.0,1
2009,17,4,0,0,2,6,2138,300,560000,114.0,0.0,1
2009,17,4,1,0,3,6,2140,0,560000,44.0,0.0,1
2020,14,0,0,0,3,8,0,0,560000,107.0,1.0,1
2016,14,4,1,0,3,6,0,150,560000,100.0,0.0,1
2014,16,4,1,0,2,4,2000,440,560000,,0.0,1
2006,18,4,1,34500,3,6,4500,637,559500,51.0,0.0,1
2020,13,4,1,13580,2,2,1100,0,559241,132.0,1.0,1
2019,13,4,0,10900,3,6,1400,0,559000,107.0,0.0,1
2017,14,4,1,14500,3,6,1272,625,559000,54.0,0.0,1
2017,14,4,1,0,3,4,1272,0,559000,52.0,0.0,3
0,12,3,0,0,0,4,840,0,601530,342.0,1.0,2
2020,13,4,1,10400,2,4,1,0,553576,49.0,1.0,3
2020,13,3,0,0,0,0,0,0,552000,102.0,1.0,3
2020,11,3,0,0,2,0,730,0,551545,142.0,0.0,2
1998,22,5,1,60000,3,0,5000,0,550000,55.0,0.0,1
2006,18,4,1,24,2,4,2950,0,550000,123.0,0.0,1
2011,13,3,1,12500,4,8,0,0,550000,70.0,,1
2003,18,4,1,30000,2,5,0,0,550000,78.0,,1
2006,19,5,1,31,3,6,0,0,549500,44.0,0.0,1
2006,19,5,1,31000,3,6,3740,0,549000,68.0,0.0,1
2016,13,4,1,0,2,4,0,0,549000,182.0,0.0,1
1953,31,7,3,0,18,0,14000,0,549000,63.0,0.0,1
1987,24,5,1,75000,4,8,19000,0,549000,55.0,0.0,1
2011,15,4,1,28500,2,4,3785,0,549000,125.0,0.0,1
2005,21,5,0,35500,3,6,4400,1300,549000,86.0,0.0,1
2006,19,5,1,0,3,6,4800,0,549000,84.0,0.0,1
2013,15,4,1,0,3,3,2000,0,499950,74.0,0.0,1
2001,22,5,1,0,4,8,5400,720,548000,55.0,0.0,1
2005,18,4,1,25800,0,0,0,0,499000,26.0,0.0,1
2011,19,4,1,0,3,6,5500,826,545000,78.0,0.0,1
2005,21,5,1,0,0,4,2500,1300,545000,93.0,0.0,3
2012,14,4,1,0,0,4,1360,1900,545000,153.0,0.0,3
2018,13,4,0,11000,2,5,0,100,545000,179.0,0.0,1
2020,11,3,0,0,2,0,0,100,544404,106.0,1.0,1
2005,22,5,5,35000,0,5,3400,0,495000,,0.0,1
2020,13,4,0,11000,2,0,1200,0,540242,113.0,1.0,3
2007,17,4,0,0,0,0,2850,0,540000,56.0,0.0,3
2013,14,4,1,0,3,6,3000,830,540000,102.0,0.0,1
2013,14,4,1,19300,3,6,3000,820,540000,105.0,0.0,1
2000,22,5,1,60000,4,8,5000,40,540000,41.0,0.0,1
2008,19,4,1,32000,3,3,3000,0,540000,149.0,0.0,1
2008,15,4,1,15000,3,6,2400,500,539000,129.0,0.0,1
2006,17,4,1,0,0,4,3500,1700,539000,83.0,0.0,3
2014,15,4,1,0,0,6,1300,50,539000,104.0,0.0,3
2007,19,4,1,31,3,7,2700,600,539000,65.0,0.0,1
2018,14,4,1,0,3,6,0,190,539000,21.0,0.0,1
2019,14,4,0,0,0,0,0,95,539000,,0.0,3
2016,14,4,1,18000,0,0,0,0,3999000,66.0,0.0,3
1968,23,6,3,0,4,0,0,0,490000,43.0,0.0,1
2020,11,3,0,0,1,0,730,0,536117,206.0,0.0,2
2008,16,4,1,21500,3,6,2550,780,525000,106.0,0.0,1
2014,14,4,1,0,0,0,1309,300,525000,188.0,0.0,1
2017,13,4,0,0,3,6,1450,100,525000,147.0,0.0,1
2008,16,4,1,0,3,6,0,0,525000,50.0,0.0,1
2020,13,4,0,0,3,5,1500,0,525000,180.0,0.0,1
2020,13,3,0,0,2,1,0,0,524400,110.0,1.0,1
2008,19,5,1,31800,3,3,3000,0,475000,45.0,0.0,1
2002,22,5,1,55000,3,6,5000,1400,520000,129.0,0.0,1
2016,13,4,1,0,2,4,900,0,520000,150.0,0.0,1
2013,15,4,1,0,3,0,0,680,520000,61.0,0.0,1
2013,15,4,1,0,0,0,2288,0,519900,53.0,0.0,1
2004,16,4,1,23700,3,6,2500,900,519000,413.0,0.0,1
2016,15,7,0,21500,4,5,757,0,609000,56.0,0.0,1
2019,14,4,1,0,2,6,900,40,517000,33.0,1.0,1
2019,14,4,0,0,3,4,0,0,515000,61.0,0.0,1
2019,14,4,0,0,3,4,0,120,515000,54.0,0.0,1
2010,16,4,1,0,0,0,2000,0,514990,75.0,0.0,1
2008,19,4,0,0,3,6,2966,550,510000,86.0,0.0,1
0,13,4,1,11,2,7,0,0,505566,51.0,1.0,1
2016,14,4,0,10526,2,4,0,150,505000,86.0,0.0,1
2015,15,7,0,21500,4,5,757,0,589000,77.0,0.0,1
2015,15,7,0,21500,4,5,757,0,589000,44.0,0.0,1
2007,19,4,1,0,3,6,2700,418,500000,144.0,0.0,1
2008,16,4,1,23000,2,0,0,0,500000,147.0,0.0,1
1999,22,5,1,45000,0,0,4800,200,500000,43.0,0.0,1
2007,20,5,0,0,0,0,0,750,500000,54.0,0.0,3
2005,18,5,1,0,4,6,6128,4000,500000,67.0,0.0,1
2002,21,5,0,0,5,10,5400,1050,500000,143.0,0.0,1
2006,20,5,2,51900,4,7,8000,1200,500000,50.0,0.0,1
2019,15,5,40,0,0,0,0,0,500000,21.0,0.0,3
2019,13,4,1,0,2,2,1240,60,500000,113.0,0.0,1
2009,16,4,0,0,3,6,4000,1000,499999,171.0,0.0,1
2015,15,4,0,0,3,6,0,490,499000,51.0,0.0,1
2020,12,3,1,12050,2,5,1000,0,499000,159.0,1.0,1
1965,33,6,2,0,5,10,9000,2100,499000,311.0,0.0,1
2017,13,4,0,0,3,6,1100,89,499000,168.0,0.0,1
2007,15,2,1,9770,1,4,1100,56,498000,271.0,0.0,2
2000,20,5,0,0,3,6,7000,0,498000,43.0,0.0,1
2011,15,4,1,0,0,4,1500,1134,498000,39.0,0.0,3
2009,15,4,1,19000,3,6,2500,890,498000,126.0,0.0,1
2015,15,7,0,21500,4,5,757,0,579000,85.0,0.0,1
2018,13,4,0,0,0,4,0,0,495737,154.0,0.0,3
2013,13,4,1,17000,2,4,1300,360,495000,57.0,0.0,1
2005,20,4,1,38000,6,12,6000,0,495000,52.0,0.0,1
2009,17,4,0,0,3,6,0,0,495000,68.0,0.0,3
1991,22,5,1,65000,3,0,1,2500,495000,42.0,0.0,1
1991,17,5,1,50000,2,4,4500,2000,495000,65.0,0.0,1
2008,16,4,1,21000,4,9,0,0,495000,123.0,0.0,1
2007,23,5,1,40000,3,8,6500,900,495000,222.0,0.0,1
2007,19,5,1,0,0,6,3000,800,495000,70.0,0.0,3
2008,17,4,1,0,0,5,2000,360,495000,140.0,0.0,3
2015,14,4,1,0,3,8,0,516,495000,80.0,0.0,1
1967,24,5,2,0,3,4,0,0,495000,67.0,0.0,1
2000,21,5,1,59000,4,7,4000,0,495000,37.0,0.0,1
2018,13,3,1,8960,3,6,1000,89,495000,114.0,0.0,1
2010,17,4,1,24800,3,6,2200,400,495000,178.0,0.0,1
2016,15,3,1,40,2,4,1200,380,495000,199.0,0.0,1
2008,19,5,1,30000,3,6,2500,5080,495000,152.0,0.0,1
2019,13,4,1,10520,3,5,1170,59,494000,81.0,1.0,1
2016,15,7,0,21500,4,5,757,0,575000,108.0,0.0,1
2009,18,7,1,35000,0,0,0,0,3670000,100.0,0.0,3
2016,13,3,0,10000,0,0,0,0,490000,193.0,0.0,1
1992,29,6,1,0,0,0,10000,3500,490000,420.0,0.0,1
2009,18,7,1,0,0,0,0,0,490000,257.0,0.0,3
2008,16,4,1,0,3,6,2040,298,489000,221.0,0.0,1
2020,13,4,1,0,2,4,1150,5,489000,40.0,0.0,1
2020,13,4,0,0,0,0,950,0,489000,264.0,1.0,1
2003,19,5,0,0,0,0,0,0,3637500,60.0,1.0,1
1998,16,4,2,0,0,0,0,0,445000,67.0,0.0,3
2006,22,5,1,0,0,0,4500,1820,488000,111.0,0.0,1
2020,13,4,1,13420,0,0,0,0,3630000,66.0,0.0,1
2005,17,4,1,0,0,3,2346,0,444000,46.0,0.0,1
2009,13,3,0,8800,2,5,1200,550,486000,109.0,0.0,1
0,13,4,0,0,2,0,0,0,485560,109.0,1.0,3
2014,19,5,0,0,6,5,0,0,485000,59.0,0.0,1
2007,13,3,1,13,1,2,1450,410,485000,144.0,0.0,3
2007,16,4,1,21,0,0,2366,0,4950000,58.0,0.0,3
2020,11,3,1,6,0,2,0,0,481908,57.0,1.0,1
2011,16,4,0,0,3,6,0,1700,480000,276.0,0.0,1
2006,23,6,1,0,6,9,3500,650,480000,53.0,0.0,1
1978,23,5,2,77000,4,8,9000,650,480000,83.0,0.0,1
2018,14,4,1,0,0,4,1200,120,480000,149.0,0.0,3
2009,17,4,0,0,0,0,0,0,480000,57.0,0.0,3
2007,17,4,1,32300,3,3,11820,0,480000,42.0,0.0,1
2016,14,4,1,0,2,4,900,150,480000,80.0,0.0,1
2016,15,4,0,0,3,8,0,415,480000,73.0,0.0,1
2005,19,5,1,0,3,11,3739,0,480000,52.0,0.0,1
2002,22,5,1,53300,3,6,4995,1400,480000,113.0,0.0,1
2000,25,5,1,97000,3,7,6300,1900,480000,110.0,0.0,1
2019,13,4,0,0,2,4,1400,150,480000,75.0,0.0,1
2019,15,4,2,0,0,0,0,0,437506,74.0,1.0,1
2005,21,5,1,0,3,6,4200,690,479900,109.0,0.0,1
2005,21,5,1,33000,3,6,3200,0,479000,200.0,0.0,1
2007,19,5,1,0,4,8,3700,980,479000,57.0,0.0,1
1995,21,5,0,0,4,6,5000,768,479000,40.0,0.0,1
2013,15,4,1,0,3,6,1300,434,479000,126.0,0.0,1
0,13,4,0,13600,0,0,1200,0,471700,65.0,1.0,1
2000,16,5,1,0,0,0,0,0,470000,68.0,0.0,3
2011,15,4,1,0,3,7,1300,250,470000,90.0,0.0,1
2009,15,4,1,23900,3,4,2200,0,470000,29.0,0.0,1
2007,17,4,0,0,3,6,0,702,470000,47.0,0.0,1
2008,18,4,0,24000,3,6,3500,500,470000,47.0,0.0,3
1997,23,6,0,42000,4,8,7000,2200,470000,46.0,0.0,1
2006,17,4,1,22000,3,6,3000,0,469000,130.0,0.0,1
2015,13,4,1,0,0,5,0,350,469000,76.0,0.0,3
2008,18,4,0,30720,2,6,2700,236,469000,166.0,0.0,1
2019,14,4,1,0,3,6,900,55,469000,41.0,0.0,1
2014,15,4,0,0,3,8,1300,466,469000,41.0,0.0,1
2020,11,3,0,6500,3,6,0,0,468000,53.0,1.0,1
2005,16,4,1,0,0,0,0,0,465000,36.0,0.0,1
2009,17,4,1,27000,3,6,2140,600,465000,62.0,0.0,1
2002,21,5,1,40000,4,8,4800,850,465000,103.0,0.0,1
2016,14,4,0,1781,3,6,1700,115,465000,57.0,0.0,1
2007,18,4,1,23500,3,6,2590,370,463000,92.0,0.0,1
2020,13,4,1,0,2,6,1400,80,462360,34.0,1.0,1
2020,13,4,0,0,2,2,901,0,419950,53.0,0.0,1
2020,11,3,1,6400,1,2,600,0,498000,227.0,1.0,1
2012,15,4,1,0,3,4,2110,0,419950,31.0,0.0,1
2020,11,3,0,6000,0,2,0,0,460428,135.0,1.0,3
2004,20,5,1,27000,3,6,3200,1390,460000,92.0,0.0,1
2010,14,4,1,0,2,4,1662,780,460000,103.0,0.0,1
2007,19,5,1,0,4,8,4000,500,460000,333.0,0.0,1
2020,1,3,0,0,1,2,0,0,460000,191.0,1.0,2
2008,18,4,0,0,4,8,0,0,460000,117.0,0.0,1
2020,14,7,0,0,0,12,0,0,459209,199.0,0.0,3
2017,13,4,0,0,2,4,900,165,459000,168.0,0.0,1
2020,13,4,1,0,2,4,1500,5,459000,77.0,0.0,1
2019,12,3,1,0,3,6,900,110,459000,176.0,0.0,1
2009,14,5,4,13925,3,3,1800,0,450000,52.0,0.0,1
2007,14,4,1,25000,3,6,2240,0,450000,60.0,0.0,1
2006,17,4,1,30500,4,8,2800,570,450000,46.0,0.0,1
2009,15,4,1,0,3,6,1980,600,450000,75.0,0.0,1
2015,13,4,1,0,2,4,800,500,450000,122.0,0.0,1
2018,13,3,1,0,3,6,1000,0,450000,115.0,0.0,1
2007,18,5,0,31000,3,6,3500,0,450000,46.0,0.0,1
2007,15,4,1,0,3,6,2180,0,450000,41.0,0.0,1
2017,11,3,0,8000,1,4,0,400,450000,90.0,0.0,1
1997,24,5,1,0,5,10,2500,0,450000,102.0,0.0,1
2009,18,5,1,27500,3,6,2400,970,450000,30.0,0.0,1
2003,23,5,0,0,4,10,7000,1100,450000,73.0,0.0,1
2008,15,4,1,16500,3,4,1800,350,450000,38.0,0.0,1
2007,19,5,1,33000,3,0,3200,780,450000,75.0,0.0,1
2008,17,4,1,24800,3,0,2120,850,450000,99.0,0.0,1
2016,13,4,0,0,3,6,0,570,450000,45.0,0.0,1
2012,14,4,1,0,3,6,3000,1600,450000,82.0,0.0,1
2011,14,4,1,16566,2,4,1320,0,450000,74.0,0.0,1
2009,16,4,0,32500,3,6,2400,975,450000,79.0,0.0,1
2001,22,5,1,0,0,0,4500,150,450000,104.0,0.0,1
2019,13,4,0,0,3,6,1500,100,450000,,0.0,1
2015,13,4,1,11000,2,5,1200,600,449500,120.0,0.0,1
2008,17,4,1,26500,3,6,2800,0,449000,72.0,0.0,1
2018,13,3,1,0,2,6,1000,0,449000,45.0,1.0,1
2020,13,3,0,9800,2,4,890,0,449000,160.0,1.0,1
2006,17,4,1,0,3,6,1840,500,449000,40.0,0.0,1
2016,13,4,1,0,0,0,0,0,449000,78.0,0.0,3
2016,12,4,0,0,3,6,1100,183,449000,73.0,0.0,1
2007,18,4,1,23000,3,9,2502,0,449000,75.0,0.0,1
2016,12,4,0,0,3,6,1100,140,449000,38.0,0.0,1
2017,13,3,1,11500,0,0,0,0,449000,116.0,0.0,1
1995,20,5,1,34000,5,9,5000,1442,449000,82.0,0.0,1
2007,19,5,0,40000,3,4,3500,830,440000,102.0,0.0,1
2009,14,4,1,17700,2,4,2000,0,440000,41.0,0.0,1
2009,17,4,1,0,4,6,2517,446,440000,68.0,0.0,1
2010,13,4,1,16400,2,4,1310,0,440000,94.0,0.0,1
2011,16,4,0,16566,0,0,1320,0,440000,152.0,0.0,1
2006,18,4,1,0,3,4,1475,0,440000,37.0,0.0,1
2013,14,4,1,25000,3,6,2240,250,440000,89.0,0.0,3
2013,13,3,1,0,2,6,1300,330,440000,345.0,0.0,2
2011,14,4,1,21000,3,6,1450,1200,439000,120.0,0.0,1
2006,17,4,1,29500,3,6,2800,1090,439000,69.0,0.0,1
2008,17,4,1,24800,3,6,2140,245,439000,189.0,0.0,1
2013,15,4,0,0,3,6,0,385,439000,106.0,0.0,1
2017,14,4,0,0,0,0,0,50,439000,90.0,0.0,3
2004,19,5,1,30000,4,7,3000,850,439000,139.0,0.0,1
2006,19,5,1,0,4,0,3740,975,439000,378.0,0.0,1
2012,14,4,1,0,3,6,0,900,439000,148.0,0.0,1
2006,18,4,0,30720,2,6,2700,0,438000,85.0,0.0,1
2010,14,4,0,16566,2,2,1320,0,438000,68.0,0.0,1
2007,18,5,1,29000,3,0,3000,0,399000,75.0,0.0,1
2014,15,4,1,0,3,6,0,830,437000,58.0,0.0,1
2011,14,4,1,0,3,6,0,0,435000,42.0,0.0,1
2007,17,4,1,25000,2,4,2500,819,435000,48.0,0.0,1
2011,16,4,1,0,3,0,0,982,435000,76.0,0.0,1
2011,15,4,0,17000,2,2,1320,0,395000,157.0,0.0,1
2020,13,4,0,0,2,6,0,0,433258,105.0,1.0,1
2020,12,3,1,10,1,4,0,0,430200,86.0,1.0,1
2006,18,4,1,31000,3,8,0,0,430000,106.0,,1
2001,22,5,0,34100,3,6,5000,1600,430000,258.0,0.0,1
2008,17,4,0,0,3,6,2400,850,430000,66.0,0.0,3
2008,17,4,1,0,3,6,2800,1200,430000,57.0,0.0,1
2008,15,4,0,7711,0,3,3000,691,430000,31.0,0.0,1
2003,18,4,1,70000,0,0,3200,800,430000,270.0,0.0,1
2007,17,4,1,0,3,0,2520,648,427000,87.0,0.0,1
0,10,3,0,0,0,0,0,0,426525,176.0,1.0,3
2020,13,4,0,0,0,0,0,0,3171900,68.0,1.0,3
2019,13,3,0,12425,2,6,950,0,425310,367.0,1.0,1
2008,16,4,1,26690,3,6,1840,550,425000,58.0,0.0,1
2017,14,4,0,0,2,4,0,0,425000,45.0,0.0,1
2020,13,3,0,0,0,0,0,0,425000,192.0,1.0,2
2009,17,4,1,19,3,6,1840,674,425000,128.0,0.0,3
2007,16,4,0,0,0,0,2210,0,459000,247.0,0.0,1
2020,12,3,0,9300,0,0,0,0,3144900,145.0,1.0,3
2009,17,4,1,24800,3,3,2140,0,385000,127.0,0.0,1
2020,12,3,0,7800,2,5,1300,0,455490,323.0,1.0,2
0,11,5,0,0,0,0,1200,0,420056,77.0,1.0,1
2006,18,4,1,0,3,0,3140,1080,420000,94.0,0.0,1
2001,19,4,1,0,3,5,0,0,420000,59.0,0.0,3
2015,15,15,0,0,0,12,0,0,420000,117.0,0.0,3
1985,23,5,2,0,5,8,23000,0,420000,86.0,0.0,1
2005,19,5,1,0,3,6,0,1150,420000,93.0,0.0,1
2008,14,4,1,19300,3,6,2000,580,420000,78.0,0.0,1
2009,17,4,1,18700,3,6,1800,50,420000,61.0,0.0,1
2009,16,4,0,0,0,0,0,0,420000,20.0,0.0,1
2007,16,4,1,25000,4,7,2160,900,420000,56.0,0.0,1
2008,14,4,1,19300,3,6,2000,580,419900,60.0,0.0,1
2012,13,4,1,0,0,4,1500,395,419500,110.0,0.0,3
2006,20,5,1,50000,4,7,3000,555,419000,83.0,0.0,1
2017,12,4,1,0,1,2,1050,680,419000,124.0,0.0,1
2016,13,4,0,13000,3,8,0,0,419000,116.0,0.0,1
2020,11,3,0,0,2,0,0,0,417417,459.0,1.0,1
0,11,3,1,7900,2,4,0,0,417417,231.0,1.0,1
0,14,4,0,10061,0,0,0,0,417204,246.0,1.0,1
0,14,4,0,0,2,6,0,0,417204,178.0,1.0,1
2018,13,6,0,13925,3,3,503,0,485000,77.0,0.0,1
2020,13,3,0,10700,2,4,980,0,405000,115.0,1.0,1
2017,12,3,1,9090,2,4,643,90,369000,68.0,0.0,1
2020,11,3,0,7000,0,0,0,0,2999000,48.0,1.0,1
2019,11,3,1,7700,0,0,0,0,2998000,171.0,0.0,1
2008,16,4,0,20559,0,0,0,0,2992500,69.0,1.0,1
2005,15,4,1,19200,3,6,3250,830,400000,154.0,0.0,1
2001,18,5,0,0,3,6,3000,1524,400000,101.0,0.0,1
2005,17,4,1,24000,3,6,3100,900,400000,77.0,0.0,1
2004,15,4,1,19000,3,6,3000,690,400000,52.0,0.0,1
2016,12,4,1,0,2,6,1200,30,400000,51.0,0.0,1
2008,20,5,1,41200,2,4,4000,750,400000,194.0,0.0,1
1994,23,5,0,65000,0,0,6000,2000,400000,61.0,0.0,1
2002,18,5,0,40030,3,6,3700,980,400000,73.0,0.0,3
2005,17,4,1,26000,3,6,2520,0,400000,99.0,0.0,1
2010,16,4,0,15500,3,6,2000,410,400000,65.0,0.0,3
1993,23,5,1,0,4,8,8,2100,400000,127.0,0.0,3
1994,20,5,1,0,4,8,3636,0,400000,50.0,0.0,3
2014,13,4,1,12000,0,0,1500,1200,399990,115.0,0.0,1
2008,16,4,1,0,3,6,1800,550,399900,48.0,0.0,1
2010,16,4,1,20500,3,6,2150,850,399500,84.0,0.0,1
2013,15,4,1,0,0,0,0,0,399500,55.0,0.0,3
1995,21,5,1,26000,4,0,7200,0,399000,114.0,0.0,1
2006,18,4,1,30000,3,6,2700,1600,399000,27.0,0.0,1
2008,15,4,1,18000,3,6,2200,765,399000,130.0,0.0,1
2003,20,5,0,33000,3,6,3800,0,399000,280.0,0.0,1
2006,18,4,1,30000,4,7,2700,1670,399000,85.0,0.0,1
2009,18,4,1,24000,3,6,3300,450,399000,90.0,0.0,1
2013,14,4,1,0,3,6,0,0,399000,118.0,0.0,1
2012,14,4,1,0,0,4,2500,1300,399000,48.0,0.0,3
2018,13,4,1,0,2,0,2,75,399000,58.0,0.0,1
2008,14,3,1,0,2,3,1800,180,399000,95.0,0.0,2
2003,24,5,1,60500,3,8,0,0,399000,132.0,0.0,1
2019,11,3,0,0,0,0,730,0,399000,128.0,0.0,2
2014,13,4,1,0,2,4,0,467,398000,39.0,0.0,1
2017,12,4,0,12000,3,4,240,190,398000,49.0,0.0,1
1979,19,5,1,0,0,8,7000,0,398000,78.0,0.0,3
2003,13,4,1,0,0,4,0,1860,398000,108.0,0.0,3
2019,8,2,0,1990,1,2,0,0,430000,402.0,1.0,3
2011,13,4,1,0,0,4,1200,1010,397500,60.0,0.0,3
2015,14,4,1,0,2,4,1600,550,397500,80.0,0.0,1
2017,13,3,1,0,0,4,1200,250,397500,64.0,1.0,3
2018,13,4,1,0,2,6,0,90,397000,22.0,0.0,1
0,12,4,0,12500,0,0,1000,0,396300,122.0,1.0,1
2020,13,4,0,0,0,0,0,0,396000,115.0,1.0,3
2016,13,4,1,0,2,6,0,200,395000,45.0,0.0,1
1965,20,4,1,0,3,6,5440,2300,395000,86.0,0.0,1
2008,15,4,1,0,0,6,900,465,395000,87.0,0.0,3
2013,12,3,2,13500,2,2,996,195,395000,79.0,0.0,1
2002,18,4,1,25000,2,2,3200,0,395000,74.0,0.0,1
1996,24,6,0,0,4,4,1800,1500,395000,71.0,0.0,1
2007,15,1,1,26000,4,4,2500,0,395000,43.0,0.0,1
1996,20,5,1,48000,0,0,7000,1451,395000,71.0,0.0,1
2013,10,2,1,6690,0,0,0,200,395000,115.0,0.0,3
2011,14,4,1,0,0,4,2120,1400,395000,82.0,0.0,3
2000,21,5,1,0,0,6,0,2500,395000,75.0,0.0,3
1910,14,2,0,0,2,0,0,0,395000,65.0,0.0,1
2013,12,4,1,0,2,6,996,195,395000,204.0,0.0,1
2004,19,4,1,38000,4,8,5900,4500,395000,75.0,0.0,1
2006,52,16,4,0,0,0,2498,0,395000,143.0,0.0,1
2011,14,4,0,16566,2,4,1320,0,395000,95.0,0.0,1
2007,16,4,1,0,3,6,2210,650,395000,76.0,0.0,1
2007,16,4,0,0,0,0,2200,650,395000,105.0,0.0,1
2002,22,5,1,0,3,6,3500,1990,394000,170.0,0.0,1
2020,11,3,1,8500,1,3,0,0,393600,86.0,1.0,1
2007,16,4,1,0,2,6,2210,420,389000,40.0,0.0,1
1998,21,5,1,50000,3,6,0,0,389000,65.0,,1
2020,11,3,1,6900,0,0,760,0,389000,139.0,1.0,1
2016,13,4,0,0,0,0,0,0,389000,68.0,0.0,1
1995,30,6,0,0,0,0,5000,0,389000,128.0,0.0,1
2013,13,4,1,11000,2,4,0,335,389000,70.0,0.0,1
2017,14,4,1,10,2,4,900,120,389000,52.0,0.0,1
2020,11,3,0,0,3,8,650,0,389000,46.0,1.0,1
1999,14,4,1,0,0,4,2460,2600,389000,118.0,0.0,3
2014,13,4,1,0,0,4,1200,415,389000,83.0,0.0,3
2000,22,5,1,49000,4,8,4400,1285,389000,63.0,0.0,1
2014,12,3,1,9900,2,4,750,130,389000,116.0,0.0,1
2013,13,4,1,0,2,5,1200,305,389000,106.0,0.0,1
2019,11,3,1,6914,2,4,700,0,389000,113.0,0.0,1
2008,15,4,1,23000,3,6,0,560,389000,59.0,0.0,1
2003,17,4,1,42040,3,6,2800,1742,389000,69.0,0.0,1
2004,23,5,1,40000,3,7,5000,1420,389000,108.0,0.0,1
2011,13,4,0,0,0,0,0,0,2887500,69.0,1.0,1
2007,15,4,1,0,3,6,1800,415,388000,41.0,0.0,1
2017,11,5,0,0,3,3,0,0,388000,277.0,1.0,1
2019,11,3,1,0,2,6,0,0,387000,108.0,1.0,1
2006,14,4,1,0,2,6,1760,265,386740,92.0,0.0,3
2020,11,3,1,7500,0,0,650,0,386170,77.0,1.0,1
2020,11,3,0,0,0,0,0,0,385380,368.0,1.0,1
0,11,3,0,0,2,6,0,0,385380,251.0,1.0,1
1928,25,5,1,40000,3,6,3000,0,385000,116.0,0.0,1
2005,17,4,0,26000,3,6,3100,975,385000,102.0,0.0,1
2010,12,4,1,0,0,4,1160,1675,385000,111.0,0.0,1
2008,15,4,1,15600,4,7,1665,355,385000,70.0,0.0,1
2005,18,4,1,0,3,8,3160,2200,385000,101.0,0.0,1
2011,12,4,2,0,2,5,1200,815,385000,81.0,0.0,1
2017,13,4,1,13300,2,4,900,410,385000,39.0,0.0,1
2004,20,5,1,0,3,6,3800,0,379000,107.0,0.0,3
2011,13,4,1,0,2,4,1300,375,379000,93.0,0.0,1
2016,14,4,0,0,2,6,380,300,379000,113.0,0.0,1
2020,12,3,1,0,2,4,1135,5,379000,74.0,0.0,1
2020,11,4,1,0,2,4,1135,5,379000,44.0,0.0,1
2005,17,4,1,26100,3,6,2520,0,379000,81.0,0.0,1
2019,14,4,1,0,0,4,1800,0,379000,27.0,0.0,3
2020,11,3,0,0,2,5,1150,0,379000,65.0,1.0,2
2016,13,6,0,11700,4,5,500,0,379000,88.0,0.0,1
2019,11,3,1,0,0,4,0,0,378609,73.0,1.0,1
2009,15,4,1,15600,3,6,1661,250,378000,51.0,0.0,1
2017,13,6,0,13925,3,3,503,0,440000,82.0,0.0,1
2008,17,4,1,0,3,6,2800,0,375000,122.0,0.0,1
2008,13,4,1,19000,2,6,0,0,375000,63.0,0.0,1
1990,18,5,1,25000,0,0,3600,2300,375000,73.0,0.0,1
2008,16,4,1,0,3,6,1800,0,375000,87.0,0.0,1
2008,13,4,0,0,2,5,0,0,375000,79.0,0.0,3
2006,16,4,1,0,3,6,2400,540,375000,61.0,0.0,1
2007,17,4,1,22690,3,3,1840,870,375000,41.0,0.0,1
2019,11,3,0,8300,2,4,800,0,375000,110.0,1.0,1
2002,19,5,1,0,3,4,3500,0,375000,68.0,0.0,1
2003,20,4,1,34500,3,6,3300,1480,375000,105.0,0.0,1
2019,11,3,0,0,0,4,1000,100,375000,99.0,0.0,3
2008,16,4,1,19500,3,0,1600,590,375000,68.0,0.0,1
2019,11,3,1,6900,2,4,700,55,375000,157.0,0.0,1
2000,20,5,1,32,0,0,0,0,375000,126.0,0.0,3
2006,16,4,1,0,3,6,2500,830,375000,312.0,0.0,1
2006,16,4,0,0,3,6,2250,890,375000,87.0,0.0,1
2008,14,4,1,0,2,4,3028,975,375000,135.0,0.0,1
2011,12,4,1,18234,2,4,0,320,375000,81.0,0.0,1
2005,14,4,1,0,0,6,2271,1300,375000,,0.0,3
2002,21,4,1,0,2,0,6000,2400,374500,118.0,0.0,1
2006,17,4,1,0,3,3,2600,0,370000,113.0,0.0,1
1994,16,4,1,18143,2,6,3800,120,370000,227.0,0.0,1
2020,11,3,0,0,0,0,650,0,369900,121.0,1.0,1
2009,16,4,1,23000,3,6,1900,290,369900,106.0,0.0,1
2020,11,4,0,8,0,0,0,0,2749688,88.0,1.0,2
1993,19,5,1,0,3,6,4182,523,369000,98.0,0.0,3
2013,15,4,1,0,0,6,0,660,369000,43.0,0.0,3
